inspection_id,license_,facility_type,risk,zip,inspection_date,inspection_type,results,latitude,longitude
2605834,25571,School,Risk 1 (High),60660,2024-11-04T00:00:00.000,Canvass Re-Inspection,Fail,41.98915734238827,-87.65833342161731
2605837,2808574,Restaurant,Risk 1 (High),60614,2024-11-04T00:00:00.000,Canvass Re-Inspection,Pass,41.920044169718956,-87.66242978176106
2605839,2850832,Restaurant,Risk 1 (High),60642,2024-11-04T00:00:00.000,Canvass,Pass,41.90830578569197,-87.65179957092685
2605842,2570228,Restaurant,Risk 2 (Medium),60620,2024-11-04T00:00:00.000,Canvass Re-Inspection,Pass,41.75034206159885,-87.67300239087365
2605844,23562,Restaurant,Risk 1 (High),60647,2024-11-04T00:00:00.000,Canvass,Pass,41.91707339369025,-87.70193043997543
2605845,2623001,Children's Services Facility,Risk 1 (High),60618,2024-11-04T00:00:00.000,Canvass Re-Inspection,Pass,41.94957580301943,-87.69089236752176
2605847,2872835,Children's Services Facility,Risk 1 (High),60628,2024-11-04T00:00:00.000,License,Pass,41.693580294451586,-87.64227024019462
2605849,2163661,Restaurant,Risk 1 (High),60640,2024-11-04T00:00:00.000,Canvass,Pass,41.976306229211716,-87.65368519203012
2605850,2813111,Restaurant,Risk 2 (Medium),60654,2024-11-04T00:00:00.000,Canvass,Fail,41.889682960687374,-87.63712095614753
2605853,1357606,Restaurant,Risk 1 (High),60643,2024-11-04T00:00:00.000,Canvass,Pass,41.70647332453693,-87.66935498846195
2605855,2956818,Restaurant,Risk 1 (High),60638,2024-11-04T00:00:00.000,Canvass,Pass,41.79807543794953,-87.74775273593872
2605856,2506506,Restaurant,Risk 2 (Medium),60601,2024-11-04T00:00:00.000,Canvass,Pass,41.88754294139151,-87.62440700245574
2605858,2841429,Restaurant,Risk 2 (Medium),60636,2024-11-04T00:00:00.000,Complaint,Fail,41.77230075905835,-87.66408586993496
2605859,1249768,Restaurant,Risk 1 (High),60616,2024-11-04T00:00:00.000,Complaint Re-Inspection,Pass,41.85107965177309,-87.63248267451445
2605861,2451826,Daycare Above and Under 2 Years,Risk 1 (High),60660,2024-11-04T00:00:00.000,Canvass,Pass,41.99800008495619,-87.66789453128811
2605864,2032229,Restaurant,Risk 2 (Medium),60637,2024-11-04T00:00:00.000,Canvass,Pass,41.78936441141914,-87.59626269511155
2605865,2900640,Daycare Above and Under 2 Years,Risk 1 (High),60644,2024-11-04T00:00:00.000,Canvass,Pass,41.88062243509914,-87.74394212027129
2605866,2993257,Restaurant,Risk 1 (High),60645,2024-11-04T00:00:00.000,License Re-Inspection,Pass,41.99799950820969,-87.68608793080688
2605868,2231765,Restaurant,Risk 1 (High),60626,2024-11-04T00:00:00.000,Canvass Re-Inspection,Pass,42.00055166015462,-87.66056946651258
2605869,2997074,Restaurant,Risk 2 (Medium),60660,2024-11-04T00:00:00.000,License,Fail,41.998060986179674,-87.66223011630068
2605870,1519437,Restaurant,Risk 1 (High),60637,2024-11-04T00:00:00.000,Canvass,Pass,41.78936441141914,-87.59626269511155
2605872,2437860,Shared Kitchen User (Long Term),Risk 2 (Medium),60614,2024-11-04T00:00:00.000,Complaint,Pass,41.92700809602405,-87.64117431057976
2605874,2988767,Restaurant,Risk 1 (High),60642,2024-11-04T00:00:00.000,License,Pass,41.89098034174263,-87.65645936254593
2605875,2626937,Restaurant,Risk 1 (High),60634,2024-11-04T00:00:00.000,Complaint,Fail,41.93839141038951,-87.77211894533082
2605880,2564709,Restaurant,Risk 2 (Medium),60620,2024-11-04T00:00:00.000,Canvass Re-Inspection,Pass,41.75061951046441,-87.6344092993733
2605883,2020893,Restaurant,Risk 1 (High),60647,2024-11-04T00:00:00.000,Canvass,Pass,41.920182838435146,-87.69313904053791
2605885,2939245,Restaurant,Risk 1 (High),60623,2024-11-04T00:00:00.000,Canvass,Pass,41.836923800437326,-87.73036890225058
2605886,2313512,Grocery Store,Risk 2 (Medium),60619,2024-11-04T00:00:00.000,Complaint,Pass,41.75866718115821,-87.6055423710709
2605889,1212,Restaurant,Risk 1 (High),60608,2024-11-04T00:00:00.000,Canvass,Pass,41.847573840855105,-87.68321583947979
2605890,1841808,Bakery,Risk 2 (Medium),60629,2024-11-04T00:00:00.000,Complaint Re-Inspection,Pass,41.76539837042685,-87.72228675266516
2605893,2993523,Restaurant,Risk 2 (Medium),60601,2024-11-04T00:00:00.000,License,Pass,41.884779704626446,-87.63080066748626
2605894,2929766,Bakery,Risk 2 (Medium),60616,2024-11-04T00:00:00.000,Canvass,Fail,41.85088411291624,-87.6391895226703
2605895,2431793,Grocery Store,Risk 2 (Medium),60619,2024-11-04T00:00:00.000,Complaint Re-Inspection,Pass,41.743702317364495,-87.6241859290832
2605897,2856302,Restaurant,Risk 2 (Medium),60615,2024-11-04T00:00:00.000,Canvass Re-Inspection,Pass,41.80189763712391,-87.62220008978774
2605898,2935029,Children's Services Facility,Risk 1 (High),60628,2024-11-04T00:00:00.000,Canvass,Fail,41.70117782096822,-87.62826801268412
2605899,2368798,Restaurant,Risk 2 (Medium),60643,2024-11-04T00:00:00.000,Canvass,Pass,41.72107251262758,-87.66493899346078
2605900,2708689,Restaurant,Risk 1 (High),60626,2024-11-04T00:00:00.000,Canvass Re-Inspection,Pass,42.00314757248618,-87.67220278507408
2605901,2709408,Restaurant,Risk 1 (High),60645,2024-11-04T00:00:00.000,Complaint,Fail,41.99812088754938,-87.68882213326917
2605903,2997313,Restaurant,Risk 1 (High),60646,2024-11-04T00:00:00.000,License,Pass,41.99121509458988,-87.7481797085626
2605904,2021688,Restaurant,Risk 1 (High),60640,2024-11-04T00:00:00.000,Canvass,Fail,41.973214590632,-87.65992980737389
2605909,2689164,Restaurant,Risk 2 (Medium),60642,2024-11-04T00:00:00.000,Canvass,Fail,41.889012590259405,-87.66560491574995
2606095,2437860,Restaurant,Risk 2 (Medium),60614,2024-11-04T00:00:00.000,Short Form Complaint,Pass,41.92700809602405,-87.64117431057976
2605913,2245840,Grocery Store,Risk 1 (High),60647,2024-11-05T00:00:00.000,Canvass,Fail,41.91740411075368,-87.71567250239683
2605915,2564704,Restaurant,Risk 2 (Medium),60636,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.7683810439287,-87.6691677971012
2605916,2718343,Restaurant,Risk 1 (High),60629,2024-11-05T00:00:00.000,Complaint Re-Inspection,Pass,41.76470633763237,-87.68942413586026
2605917,1542795,Grocery Store,Risk 2 (Medium),60654,2024-11-05T00:00:00.000,Canvass,Fail,41.88863332889772,-87.63236252748243
2605918,2184914,Restaurant,Risk 2 (Medium),60639,2024-11-05T00:00:00.000,Canvass,Pass,41.909230611374326,-87.76853879722987
2605920,2929231,Restaurant,Risk 1 (High),60643,2024-11-05T00:00:00.000,Canvass,Pass,41.72723624601277,-87.68211285266302
2605923,2340664,Restaurant,Risk 1 (High),60608,2024-11-05T00:00:00.000,Canvass,Pass,41.857947179176456,-87.66353726681123
2605924,2452447,Restaurant,Risk 2 (Medium),60629,2024-11-05T00:00:00.000,Canvass,Pass,41.78643599246655,-87.69853630966196
2605925,64540,Restaurant,Risk 1 (High),60666,2024-11-05T00:00:00.000,Canvass,Pass,42.00875076599798,-87.90687413400109
2605926,2313776,Restaurant,Risk 1 (High),60628,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.69475452654066,-87.5961860043188
2605927,2997258,Restaurant,Risk 1 (High),60625,2024-11-05T00:00:00.000,License Re-Inspection,Pass,41.972002099134194,-87.70842939666973
2605929,2827346,Grocery Store,Risk 3 (Low),60636,2024-11-05T00:00:00.000,Canvass,Fail,41.76469612104134,-87.67359278470066
2605932,2957024,Restaurant,Risk 1 (High),60613,2024-11-05T00:00:00.000,Complaint,Pass,41.96157037078669,-87.67880022104333
2605934,2901174,Restaurant,Risk 2 (Medium),60616,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.85113766046019,-87.63863592160146
2605935,84319,Restaurant,Risk 1 (High),60666,2024-11-05T00:00:00.000,Short Form Complaint,Pass,42.00875076599798,-87.90687413400109
2605936,2334298,Restaurant,Risk 2 (Medium),60654,2024-11-05T00:00:00.000,Canvass,Pass,41.89141810118847,-87.62791475607904
2605937,2924462,Restaurant,Risk 2 (Medium),60661,2024-11-05T00:00:00.000,Canvass,Pass,41.88199433820508,-87.6397586848809
2605938,1332646,Restaurant,Risk 2 (Medium),60603,2024-11-05T00:00:00.000,Canvass,Pass,41.879399079856356,-87.62655910577415
2605940,2594730,Restaurant,Risk 1 (High),60643,2024-11-05T00:00:00.000,Canvass,Pass,41.68441278873466,-87.68107104927238
2605942,2868503,Restaurant,Risk 1 (High),60660,2024-11-05T00:00:00.000,Short Form Complaint,Pass,41.98910771764999,-87.660387275496
2605943,1650,Restaurant,Risk 1 (High),60614,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.92872347700267,-87.64902257806406
2605946,2771127,Children's Services Facility,Risk 1 (High),60657,2024-11-05T00:00:00.000,Canvass,Pass,41.939921544007646,-87.6603982715363
2605947,2141260,Restaurant,Risk 1 (High),60640,2024-11-05T00:00:00.000,Canvass,Pass,41.979717096739535,-87.66956491822631
2605948,2215709,Children's Services Facility,Risk 1 (High),60612,2024-11-05T00:00:00.000,Canvass,Pass,41.880653180814576,-87.7062600612435
2605949,75382,Restaurant,Risk 1 (High),60625,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.96535307618747,-87.70852522642963
2605950,2947992,Restaurant,Risk 2 (Medium),60621,2024-11-05T00:00:00.000,Canvass,Pass,41.76895430992198,-87.62811445471314
2605951,2863232,Restaurant,Risk 1 (High),60647,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.91949090356442,-87.67783010976112
2605952,2578249,Restaurant,Risk 1 (High),60628,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.70750956551268,-87.60818281887107
2605954,2304020,Restaurant,Risk 1 (High),60608,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.85783769835262,-87.67093181087937
2605959,2233057,Restaurant,Risk 1 (High),60654,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.894706183704464,-87.63242229170142
2605960,2253111,Restaurant,Risk 2 (Medium),60657,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.94346156594386,-87.66406559146299
2605962,2840813,Restaurant,Risk 1 (High),60619,2024-11-05T00:00:00.000,Complaint,Fail,41.753882490600866,-87.62448276022418
2605963,1275158,Grocery Store,Risk 1 (High),60623,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.8427686092756,-87.71001272324312
2605965,19549,Restaurant,Risk 2 (Medium),60618,2024-11-05T00:00:00.000,Canvass,Pass,41.9459683280605,-87.68809000325967
2605966,2626414,Restaurant,Risk 2 (Medium),60612,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.876237161140736,-87.70093101952185
2605967,2978010,Restaurant,Risk 1 (High),60657,2024-11-05T00:00:00.000,Canvass,Pass,41.94082600285433,-87.65121093713536
2605968,2997249,Restaurant,Risk 1 (High),60657,2024-11-05T00:00:00.000,License,Pass,41.94082600285433,-87.65121093713536
2605969,2802951,Grocery Store,Risk 1 (High),60628,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.714118868089905,-87.64314540818165
2605970,37086,Restaurant,Risk 1 (High),60661,2024-11-05T00:00:00.000,Canvass,Pass,41.88753165653888,-87.64267793249394
2605973,2943812,Restaurant,Risk 1 (High),60625,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.9684537113672,-87.69470467019119
2605975,2158449,Restaurant,Risk 2 (Medium),60615,2024-11-05T00:00:00.000,Short Form Complaint,Fail,41.80211854301136,-87.62211491496085
2605977,6539,Restaurant,Risk 1 (High),60660,2024-11-05T00:00:00.000,Canvass,Pass,41.99191242477542,-87.66047396631802
2605979,2152669,Restaurant,Risk 1 (High),60640,2024-11-05T00:00:00.000,Canvass,Pass,41.9757563174481,-87.66851900573076
2605981,39807,Restaurant,Risk 1 (High),60616,2024-11-05T00:00:00.000,Complaint,Fail,41.85273605598148,-87.63244396717785
2605982,2284574,Restaurant,Risk 1 (High),60613,2024-11-05T00:00:00.000,Canvass Re-Inspection,Pass,41.96193035973409,-87.65148393860643
2605983,2109706,Restaurant,Risk 1 (High),60612,2024-11-05T00:00:00.000,Canvass,Fail,41.88424820966617,-87.69926640072916
2605984,2528957,Restaurant,Risk 1 (High),60614,2024-11-05T00:00:00.000,Complaint,Pass,41.9264359140957,-87.64864842130223
2605985,2938815,Restaurant,Risk 1 (High),60659,2024-11-05T00:00:00.000,Complaint,Fail,41.98292038472493,-87.71195072362028
2605986,2992998,Grocery Store,Risk 2 (Medium),60628,2024-11-06T00:00:00.000,License Re-Inspection,Pass,41.67784867927214,-87.62871899471705
2605987,2856973,Restaurant,Risk 2 (Medium),60654,2024-11-06T00:00:00.000,Canvass Re-Inspection,Fail,41.89141810118847,-87.62791475607904
2605988,8404,Restaurant,Risk 1 (High),60625,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.98186603682908,-87.69283405676238
2605989,2359604,Restaurant,Risk 1 (High),60607,2024-11-06T00:00:00.000,Short Form Complaint,Pass,41.88300570505913,-87.64914784506503
2605991,2873378,Daycare Above and Under 2 Years,Risk 1 (High),60629,2024-11-06T00:00:00.000,License Re-Inspection,Pass,41.778654397240715,-87.71575233700297
2605992,1884292,Restaurant,Risk 1 (High),60666,2024-11-06T00:00:00.000,Canvass,Pass,42.00875076599798,-87.90687413400109
2605993,1382540,Bakery,Risk 1 (High),60640,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.96877279428135,-87.6686244081723
2605995,2835421,Restaurant,Risk 2 (Medium),60643,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.72113428257886,-87.66019155516948
2605996,2943871,Bakery,Risk 2 (Medium),60609,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.802938714449844,-87.66467188277389
2605997,2428063,Grocery Store,Risk 1 (High),60647,2024-11-06T00:00:00.000,Canvass,Pass,41.92693095884883,-87.68040790407039
2605999,1909538,Restaurant,Risk 2 (Medium),60666,2024-11-06T00:00:00.000,Canvass,Pass,42.00875076599798,-87.90687413400109
2606000,2647666,Restaurant,Risk 1 (High),60613,2024-11-06T00:00:00.000,Canvass,Fail,41.961477015001726,-87.66957102980291
2606001,1595448,Restaurant,Risk 2 (Medium),60604,2024-11-06T00:00:00.000,Canvass,Fail,41.878110156499886,-87.62753454596945
2606002,2997031,Grocery Store,Risk 3 (Low),60636,2024-11-06T00:00:00.000,License,Fail,41.76495949672377,-87.68339570064772
2606004,2835037,Restaurant,Risk 2 (Medium),60603,2024-11-06T00:00:00.000,Canvass,Pass,41.88026337218459,-87.62450498038699
2606005,2215988,Children's Services Facility,Risk 1 (High),60628,2024-11-06T00:00:00.000,Canvass,Fail,41.677862591235005,-87.6274010069214
2606006,2246679,Restaurant,Risk 2 (Medium),60647,2024-11-06T00:00:00.000,Canvass,Pass,41.911728368101684,-87.68711088184462
2606007,2934865,Restaurant,Risk 1 (High),60608,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.862528351766,-87.69314955564016
2606010,2124413,Grocery Store,Risk 1 (High),60626,2024-11-06T00:00:00.000,Canvass,Fail,42.007331192630126,-87.67372465116485
2606011,2827842,Grocery Store,Risk 2 (Medium),60609,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.808527793043936,-87.66247034160278
2606012,1492714,Restaurant,Risk 1 (High),60647,2024-11-06T00:00:00.000,Canvass,Pass,41.921696574578625,-87.69515267622333
2606013,1766122,Restaurant,Risk 2 (Medium),60653,2024-11-06T00:00:00.000,Canvass,Pass,41.81677868564627,-87.60025634483348
2606014,2327431,Bakery,Risk 2 (Medium),60625,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.968461460813835,-87.71803965491993
2606015,1515706,Grocery Store,Risk 3 (Low),60616,2024-11-06T00:00:00.000,Canvass,Fail,41.850468483802665,-87.63181591235539
2606016,2683783,Grocery Store,Risk 2 (Medium),60654,2024-11-06T00:00:00.000,Canvass,Pass,41.8880742810662,-87.63495520292739
2606017,2895971,Restaurant,Risk 1 (High),60640,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.97635748112271,-87.66856777865902
2606019,2956392,Restaurant,Risk 1 (High),60620,2024-11-06T00:00:00.000,Canvass Re-Inspection,Fail,41.750441827466496,-87.66513386480328
2606020,2215943,Daycare Above and Under 2 Years,Risk 1 (High),60644,2024-11-06T00:00:00.000,Canvass,Fail,41.88056363756397,-87.74861366933374
2606022,2872684,Restaurant,Risk 2 (Medium),60606,2024-11-06T00:00:00.000,Canvass,Pass,41.877791648104406,-87.63652434443534
2606023,2996989,Restaurant,Risk 1 (High),60632,2024-11-06T00:00:00.000,License,Pass,41.80115359848577,-87.6907407136006
2606026,2961604,Restaurant,Risk 1 (High),60629,2024-11-06T00:00:00.000,License,Pass,41.779173106768134,-87.69698885824073
2606027,2677704,Restaurant,Risk 2 (Medium),60606,2024-11-06T00:00:00.000,Canvass,Pass,41.877791648104406,-87.63652434443534
2606029,2359976,Daycare Above and Under 2 Years,Risk 1 (High),60628,2024-11-06T00:00:00.000,Canvass,Pass,41.688997193707955,-87.62832759379576
2606030,2676997,Restaurant,Risk 1 (High),60625,2024-11-06T00:00:00.000,Canvass,Fail,41.96836639544936,-87.72650206831679
2606032,68669,Restaurant,Risk 1 (High),60645,2024-11-06T00:00:00.000,Canvass,Fail,41.998104577645485,-87.68974801937205
2606033,2157141,Restaurant,Risk 1 (High),60613,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.95439962284545,-87.66436309454507
2606034,2802770,Restaurant,Risk 2 (Medium),60620,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.73615275248534,-87.62796957273686
2606035,2906864,Restaurant,Risk 2 (Medium),60603,2024-11-06T00:00:00.000,Canvass,Pass,41.881226709373855,-87.62448898635179
2606037,2807662,Restaurant,Risk 1 (High),60644,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.86567514236451,-87.76662584667756
2606039,1843207,Restaurant,Risk 2 (Medium),60654,2024-11-06T00:00:00.000,Canvass,Fail,41.89416541426283,-87.62938902777785
2606042,2245828,Children's Services Facility,Risk 1 (High),60618,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.93605703419472,-87.7190941332981
2606043,2657735,Restaurant,Risk 2 (Medium),60605,2024-11-06T00:00:00.000,Canvass,Pass,41.87669951154698,-87.62911066501952
2606044,2872682,Restaurant,Risk 2 (Medium),60616,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.85361289677518,-87.63353794167676
2606048,2996990,Restaurant,Risk 1 (High),60652,2024-11-06T00:00:00.000,License Re-Inspection,Pass,41.73726728722025,-87.72136983771142
2606049,2830633,Grocery Store,Risk 2 (Medium),60628,2024-11-06T00:00:00.000,License Re-Inspection,Pass,41.69954741466738,-87.64275191512002
2606051,2549249,Restaurant,Risk 2 (Medium),60603,2024-11-06T00:00:00.000,Canvass,Pass,41.87949996011278,-87.63335353982716
2606052,2813544,Restaurant,Risk 1 (High),60634,2024-11-06T00:00:00.000,Canvass,Fail,41.937801170671094,-87.78606639208537
2606053,1969955,Restaurant,Risk 1 (High),60618,2024-11-06T00:00:00.000,Canvass Re-Inspection,Pass,41.95385813673397,-87.7199979868619
2606054,2961569,Restaurant,Risk 2 (Medium),60638,2024-11-06T00:00:00.000,Complaint,Pass,41.79804441926429,-87.74795909920593
2606055,2983080,Restaurant,Risk 1 (High),60620,2024-11-06T00:00:00.000,Complaint,Fail,41.73638020184098,-87.62769923470614
2606057,2457434,Restaurant,Risk 2 (Medium),60661,2024-11-06T00:00:00.000,Canvass,Pass,41.88116299950592,-87.64131725437271
2606059,2632145,Grocery Store,Risk 2 (Medium),60613,2024-11-06T00:00:00.000,Canvass,Pass,41.95443244141688,-87.66244625914061
2606061,2934768,Restaurant,Risk 1 (High),60645,2024-11-06T00:00:00.000,Canvass,Fail,41.9977637602161,-87.69979572191909
2606062,2997138,Grocery Store,Risk 3 (Low),60619,2024-11-06T00:00:00.000,License,Pass,41.750982043914995,-87.61645548496791
2606067,2906287,Restaurant,Risk 1 (High),60612,2024-11-06T00:00:00.000,Canvass,Fail,41.8890955921534,-87.70621503073303
2606069,2670432,Restaurant,Risk 1 (High),60618,2024-11-07T00:00:00.000,Canvass,Pass,41.94150500837175,-87.70161256062126
2606070,2708961,Daycare Above and Under 2 Years,Risk 1 (High),60628,2024-11-07T00:00:00.000,Canvass Re-Inspection,Pass,41.70556659418179,-87.60107403032647
2606071,2216103,Daycare Above and Under 2 Years,Risk 1 (High),60623,2024-11-07T00:00:00.000,Canvass,Pass,41.846537489047876,-87.72477243544083
2606072,2601569,Restaurant,Risk 1 (High),60618,2024-11-07T00:00:00.000,Canvass,Pass,41.96155024733558,-87.68027082609893
2606075,2803116,Restaurant,Risk 2 (Medium),60654,2024-11-07T00:00:00.000,Canvass,Pass,41.89655137022309,-87.62935962532612
2606076,2776219,Grocery Store,Risk 3 (Low),60629,2024-11-07T00:00:00.000,Short Form Complaint,Pass,41.76451500338532,-87.68781805461788
2606077,2528662,Restaurant,Risk 1 (High),60639,2024-11-07T00:00:00.000,Canvass Re-Inspection,Pass,41.909290253580146,-87.76371774518901
2606078,2523672,GAS STATION,Risk 2 (Medium),60620,2024-11-07T00:00:00.000,Canvass Re-Inspection,Pass,41.73597328807627,-87.65806837861354
2606079,2477302,Restaurant,Risk 2 (Medium),60661,2024-11-07T00:00:00.000,Canvass,Pass,41.88155881490859,-87.64133122864602
2606080,25571,School,Risk 1 (High),60660,2024-11-07T00:00:00.000,Canvass Re-Inspection,Pass,41.98915734238827,-87.65833342161731
2606081,2204679,Long Term Care,Risk 1 (High),60651,2024-11-07T00:00:00.000,Canvass Re-Inspection,Fail,41.90058121225709,-87.75040561250974
2606083,2812872,Restaurant,Risk 1 (High),60614,2024-11-07T00:00:00.000,Canvass Re-Inspection,Pass,41.91210393500865,-87.64845458559604
2606084,1768710,Grocery Store,Risk 3 (Low),60628,2024-11-07T00:00:00.000,Complaint,Fail,41.69272519018451,-87.6058462224609
2606086,3428087,School,Risk 3 (Low),60643,2024-11-07T00:00:00.000,Canvass,Pass,41.71334157464564,-87.66782942584904
2606087,2987885,LIVE POULTRY SLAUGHTER,Risk 2 (Medium),60608,2024-11-07T00:00:00.000,Complaint Re-Inspection,Pass,41.852124048673375,-87.6718948738194
2606088,2993528,Liquor,Risk 2 (Medium),60647,2024-11-07T00:00:00.000,License,Fail,41.92387309514714,-87.69916285360124
2606089,2890473,Restaurant,Risk 1 (High),60637,2024-11-07T00:00:00.000,Complaint,Pass,41.78961184518281,-87.60508472212474
2606090,2850098,Children's Services Facility,Risk 1 (High),60612,2024-11-07T00:00:00.000,Canvass,Fail,41.87644098660423,-87.66815849976952
2606092,2850784,Restaurant,Risk 2 (Medium),60619,2024-11-07T00:00:00.000,Canvass,Pass,41.73855092871333,-87.60502360520404
2606096,2252378,Restaurant,Risk 1 (High),60623,2024-11-07T00:00:00.000,Canvass,Pass,41.85174454712867,-87.69882322090157
2606097,2476471,Restaurant,Risk 1 (High),60618,2024-11-07T00:00:00.000,Canvass,Fail,41.943296210740584,-87.68094111525112
2606098,2146584,Restaurant,Risk 1 (High),60614,2024-11-07T00:00:00.000,Complaint,Fail,41.93166320927571,-87.65766949014623
2606099,2026847,Restaurant,Risk 1 (High),60661,2024-11-07T00:00:00.000,Canvass,Pass,41.88429951671007,-87.64721332276186
2606100,2993637,Restaurant,Risk 1 (High),60615,2024-11-07T00:00:00.000,License,Pass,41.800098799566896,-87.58920640018056
2606101,2215730,Daycare Above and Under 2 Years,Risk 1 (High),60647,2024-11-07T00:00:00.000,License,Fail,41.913925247245835,-87.70212764503852
2606102,2993638,Restaurant,Risk 1 (High),60615,2024-11-07T00:00:00.000,License,Pass,41.800098799566896,-87.58920640018056
2606105,2510696,Restaurant,Risk 1 (High),60608,2024-11-07T00:00:00.000,Canvass Re-Inspection,Pass,41.84078798275646,-87.65946451111023
2606106,1927410,TEACHING SCHOOL,Risk 2 (Medium),60654,2024-11-07T00:00:00.000,Canvass,Pass,41.896585191199556,-87.64299618172501
2606107,2997356,Restaurant,Risk 2 (Medium),60617,2024-11-07T00:00:00.000,License,Pass,41.7224009251715,-87.57203006887687
2606108,2997285,Restaurant,Risk 1 (High),60638,2024-11-07T00:00:00.000,License,Pass,41.79209438277045,-87.78906760858516
2606109,2632293,Restaurant,Risk 2 (Medium),60620,2024-11-07T00:00:00.000,Canvass,Fail,41.75032238740821,-87.64418240605828
2606110,29181,School,Risk 1 (High),60619,2024-11-07T00:00:00.000,Canvass Re-Inspection,Pass,41.73451386526644,-87.61917677427326
2606112,2992756,Restaurant,Risk 1 (High),60642,2024-11-07T00:00:00.000,License,Fail,41.89120657079326,-87.65587218834783
2606113,2890474,Restaurant,Risk 1 (High),60637,2024-11-07T00:00:00.000,Complaint,Fail,41.788311258410836,-87.60476983588067
2606114,2108595,Restaurant,Risk 1 (High),60617,2024-11-07T00:00:00.000,Short Form Complaint,Pass,41.722293289261756,-87.58043246846964
2606117,2601736,Restaurant,Risk 1 (High),60608,2024-11-07T00:00:00.000,Canvass,Fail,41.85788189430625,-87.65389664094738
2606118,2876910,Restaurant,Risk 2 (Medium),60647,2024-11-07T00:00:00.000,Canvass,Pass,41.91759102080733,-87.6980985270106
2606119,2912255,Grocery Store,Risk 2 (Medium),60615,2024-11-07T00:00:00.000,Canvass,Pass,41.807254392728545,-87.5866743553796
2606120,2872867,Restaurant,Risk 2 (Medium),60654,2024-11-07T00:00:00.000,Canvass,Fail,41.893916992174546,-87.63133115941899
2606122,2398356,Restaurant,Risk 1 (High),60634,2024-11-07T00:00:00.000,Canvass,Pass,41.95294184356289,-87.77690830975226
2606123,2303698,Restaurant,Risk 1 (High),60655,2024-11-07T00:00:00.000,Canvass,Pass,41.691495324148114,-87.6977804013201
2606125,2997189,Restaurant,Risk 1 (High),60655,2024-11-07T00:00:00.000,License,Pass,41.691495324148114,-87.6977804013201
2606128,2997490,Restaurant,Risk 1 (High),60608,2024-11-07T00:00:00.000,License,Fail,41.866749382827074,-87.66846405285052
2606129,2501224,Restaurant,Risk 1 (High),60618,2024-11-07T00:00:00.000,Canvass,Pass,41.961059135039115,-87.70986796343979
2606132,2698916,Restaurant,Risk 1 (High),60647,2024-11-07T00:00:00.000,Canvass Re-Inspection,Pass,41.92479105324667,-87.71042044390944
2606134,2997408,Restaurant,Risk 1 (High),60628,2024-11-07T00:00:00.000,License,Fail,41.706314637892106,-87.64296176766652
2606135,2961270,Restaurant,Risk 1 (High),60638,2024-11-07T00:00:00.000,Complaint,Pass,41.7923171025833,-87.78890621989991
2606136,2653224,Grocery Store,Risk 1 (High),60639,2024-11-07T00:00:00.000,Canvass Re-Inspection,Pass,41.92418914583158,-87.75822974122624
2606137,2841390,Restaurant,Risk 1 (High),60621,2024-11-07T00:00:00.000,Complaint,Pass,41.779784072879195,-87.64970295329033
2606138,1717608,Restaurant,Risk 1 (High),60647,2024-11-07T00:00:00.000,Canvass,Fail,41.91785728315573,-87.67812034520395
2606139,37212,Restaurant,Risk 1 (High),60642,2024-11-07T00:00:00.000,Canvass,Fail,41.89324923448882,-87.64879205703046
2606142,2977267,Grocery Store,Risk 3 (Low),60605,2024-11-07T00:00:00.000,Canvass,Pass,41.86607901435018,-87.62397407028845
2606143,2989079,Restaurant,Risk 1 (High),60616,2024-11-07T00:00:00.000,Canvass,Pass,41.85799082041387,-87.62408287577486
2606144,2997282,Restaurant,Risk 1 (High),60616,2024-11-07T00:00:00.000,License,Pass,41.85799082041387,-87.62408287577486
